date,county,state,fips,cases,deaths
2020-03-11,El Paso,Colorado,08041,1,0
2020-03-11,Gunnison,Colorado,08051,3,0
2020-03-11,Jefferson,Colorado,08059,4,0
2020-03-11,Larimer,Colorado,08069,1,0
2020-03-11,Pitkin,Colorado,08097,9,0
2020-03-11,Fairfield,Connecticut,09001,3,0
2020-03-11,New Castle,Delaware,10003,1,0
2020-03-11,District of Columbia,District of Columbia,11001,10,0
2020-03-11,Alachua,Florida,12001,1,0
2020-03-11,Broward,Florida,12011,5,0
2020-03-11,Charlotte,Florida,12015,1,0
2020-03-11,Collier,Florida,12021,3,0
2020-03-11,Hillsborough,Florida,12057,2,0
2020-03-11,Lee,Florida,12071,2,1
2020-03-11,Manatee,Florida,12081,2,0
2020-03-11,Miami-Dade,Florida,12086,1,0
2020-03-11,Nassau,Florida,12089,1,0
2020-03-11,Okaloosa,Florida,12091,1,0
2020-03-11,Pasco,Florida,12101,1,0
2020-03-11,Pinellas,Florida,12103,2,0
2020-03-11,Santa Rosa,Florida,12113,1,1
2020-03-11,St. Johns,Florida,12109,1,0
2020-03-11,Volusia,Florida,12127,2,0
2020-03-11,Bartow,Georgia,13015,3,0
2020-03-11,Charlton,Georgia,13049,1,0
2020-03-11,Cherokee,Georgia,13057,1,0
2020-03-11,Cobb,Georgia,13067,8,0
2020-03-11,DeKalb,Georgia,13089,4,0
2020-03-11,Fayette,Georgia,13113,1,0
2020-03-11,Floyd,Georgia,13115,2,0
2020-03-11,Fulton,Georgia,13121,6,0
2020-03-11,Gwinnett,Georgia,13135,2,0
2020-03-11,Lee,Georgia,13177,1,0
2020-03-11,Lowndes,Georgia,13185,1,0
2020-03-11,Polk,Georgia,13233,1,0
2020-03-11,Honolulu,Hawaii,15003,2,0
2020-03-11,Cook,Illinois,17031,22,0
2020-03-11,Kane,Illinois,17089,1,0
2020-03-11,Lake,Illinois,17097,1,0
2020-03-11,McHenry,Illinois,17111,1,0
2020-03-11,Adams,Indiana,18001,1,0
2020-03-11,Boone,Indiana,18011,1,0
2020-03-11,Hendricks,Indiana,18063,2,0
2020-03-11,Howard,Indiana,18067,1,0
2020-03-11,Johnson,Indiana,18081,3,0
2020-03-11,Marion,Indiana,18097,1,0
2020-03-11,Noble,Indiana,18113,1,0
2020-03-11,St. Joseph,Indiana,18141,1,0
2020-03-11,Johnson,Iowa,19103,13,0
2020-03-11,Pottawattamie,Iowa,19155,1,0
2020-03-11,Johnson,Kansas,20091,1,0
2020-03-11,Fayette,Kentucky,21067,3,0
2020-03-11,Harrison,Kentucky,21097,3,0
2020-03-11,Jefferson,Kentucky,21111,1,0
2020-03-11,Caddo,Louisiana,22017,1,0
2020-03-11,Jefferson,Louisiana,22051,1,0
2020-03-11,Orleans,Louisiana,22071,11,0
2020-03-11,Baltimore,Maryland,24005,1,0
2020-03-11,Harford,Maryland,24025,1,0
2020-03-11,Montgomery,Maryland,24031,6,0
2020-03-11,Prince George's,Maryland,24033,5,0
2020-03-11,Berkshire,Massachusetts,25003,9,0
2020-03-11,Essex,Massachusetts,25009,1,0
2020-03-11,Middlesex,Massachusetts,25017,41,0
2020-03-11,Norfolk,Massachusetts,25021,22,0
2020-03-11,Suffolk,Massachusetts,25025,20,0
2020-03-11,Worcester,Massachusetts,25027,2,0
2020-03-11,Oakland,Michigan,26125,1,0
2020-03-11,Wayne,Michigan,26163,1,0
2020-03-11,Anoka,Minnesota,27003,1,0
2020-03-11,Carver,Minnesota,27019,1,0
2020-03-11,Olmsted,Minnesota,27109,1,0
2020-03-11,Ramsey,Minnesota,27123,2,0
2020-03-11,Forrest,Mississippi,28035,1,0
2020-03-11,St. Louis,Missouri,29189,1,0
2020-03-11,Douglas,Nebraska,31055,23,0
2020-03-11,Clark,Nevada,32003,5,0
2020-03-11,Washoe,Nevada,32031,2,0
2020-03-11,Grafton,New Hampshire,33009,3,0
2020-03-11,Rockingham,New Hampshire,33015,2,0
2020-03-11,Bergen,New Jersey,34003,11,1
2020-03-11,Burlington,New Jersey,34005,2,0
2020-03-11,Camden,New Jersey,34007,1,0
2020-03-11,Hudson,New Jersey,34017,1,0
2020-03-11,Middlesex,New Jersey,34023,2,0
2020-03-11,Monmouth,New Jersey,34025,4,0
2020-03-11,Passaic,New Jersey,34031,1,0
2020-03-11,Union,New Jersey,34039,1,0
2020-03-11,Bernalillo,New Mexico,35001,1,0
2020-03-11,Santa Fe,New Mexico,35049,1,0
2020-03-11,Socorro,New Mexico,35053,2,0
2020-03-11,Monroe,New York,36055,1,0
2020-03-11,Nassau,New York,36059,28,0
2020-03-11,New York City,New York,,52,0
2020-03-11,Rockland,New York,36087,6,0
2020-03-11,Saratoga,New York,36091,2,0
2020-03-11,Suffolk,New York,36103,6,0
2020-03-11,Ulster,New York,36111,2,0
2020-03-11,Westchester,New York,36119,120,0
2020-03-11,Chatham,North Carolina,37037,1,0
2020-03-11,Wake,North Carolina,37183,7,0
2020-03-11,Ward,North Dakota,38101,1,0
2020-03-11,Cuyahoga,Ohio,39035,3,0
2020-03-11,Stark,Ohio,39151,1,0
2020-03-11,Tulsa,Oklahoma,40143,2,0
2020-03-11,Deschutes,Oregon,41017,1,0
2020-03-11,Douglas,Oregon,41019,1,0
2020-03-11,Jackson,Oregon,41029,2,0
2020-03-11,Klamath,Oregon,41035,1,0
2020-03-11,Linn,Oregon,41043,2,0
2020-03-11,Marion,Oregon,41047,2,0
2020-03-11,Multnomah,Oregon,41051,1,0
2020-03-11,Polk,Oregon,41053,1,0
2020-03-11,Umatilla,Oregon,41059,1,0
2020-03-11,Washington,Oregon,41067,8,0
2020-03-11,Bucks,Pennsylvania,42017,2,0
2020-03-11,Delaware,Pennsylvania,42045,1,0
2020-03-11,Monroe,Pennsylvania,42089,2,0
2020-03-11,Montgomery,Pennsylvania,42091,9,0
2020-03-11,Philadelphia,Pennsylvania,42101,1,0
2020-03-11,Wayne,Pennsylvania,42127,1,0
2020-03-11,Unknown,Rhode Island,,5,0
2020-03-11,Charleston,South Carolina,45019,1,0
2020-03-11,Kershaw,South Carolina,45055,7,0
2020-03-11,Lancaster,South Carolina,45057,1,0
2020-03-11,Spartanburg,South Carolina,45083,1,0
2020-03-11,Beadle,South Dakota,46005,1,0
2020-03-11,Bon Homme,South Dakota,46009,1,0
2020-03-11,Charles Mix,South Dakota,46023,1,0
2020-03-11,Davison,South Dakota,46035,2,1
2020-03-11,Minnehaha,South Dakota,46099,3,0
2020-03-11,Davidson,Tennessee,47037,2,0
2020-03-11,Shelby,Tennessee,47157,1,0
2020-03-11,Sullivan,Tennessee,47163,1,0
2020-03-11,Williamson,Tennessee,47187,4,0
2020-03-11,Bexar,Texas,48029,11,0
2020-03-11,Collin,Texas,48085,3,0
2020-03-11,Dallas,Texas,48113,3,0
2020-03-11,Fort Bend,Texas,48157,6,0
2020-03-11,Gregg,Texas,48183,1,0
2020-03-11,Harris,Texas,48201,7,0
2020-03-11,Montgomery,Texas,48339,1,0
2020-03-11,Tarrant,Texas,48439,1,0
2020-03-11,Davis,Utah,49011,1,0
2020-03-11,Salt Lake,Utah,49035,2,0
2020-03-11,Washington,Utah,49053,1,0
2020-03-11,Weber,Utah,49057,1,0
2020-03-11,Bennington,Vermont,50003,1,0
2020-03-11,Chittenden,Vermont,50007,1,0
2020-03-11,Arlington,Virginia,51013,2,0
2020-03-11,Fairfax,Virginia,51059,4,0
2020-03-11,Loudoun,Virginia,51107,2,0
2020-03-11,Virginia Beach city,Virginia,51810,2,0
2020-03-11,Chelan,Washington,53007,1,1
2020-03-11,Clark,Washington,53011,1,0
2020-03-11,Island,Washington,53029,1,0
2020-03-11,Jefferson,Washington,53031,1,0
2020-03-11,King,Washington,53033,235,27
2020-03-11,Kitsap,Washington,53035,2,0
2020-03-11,Kittitas,Washington,53037,3,0
2020-03-11,Pierce,Washington,53053,17,0
2020-03-11,Skagit,Washington,53057,1,0
2020-03-11,Snohomish,Washington,53061,69,1
2020-03-11,Spokane,Washington,53063,4,0
2020-03-11,Thurston,Washington,53067,1,0
2020-03-11,Walla Walla,Washington,53071,1,0
2020-03-11,Whatcom,Washington,53073,1,0
2020-03-11,Dane,Wisconsin,55025,2,0
2020-03-11,Fond du Lac,Wisconsin,55039,2,0
2020-03-11,Pierce,Wisconsin,55093,1,0
2020-03-11,Waukesha,Wisconsin,55133,1,0
2020-03-11,Sheridan,Wyoming,56033,1,0
2020-03-12,Anchorage,Alaska,02020,1,0
2020-03-12,Maricopa,Arizona,04013,3,0
2020-03-12,Pima,Arizona,04019,1,0
2020-03-12,Pinal,Arizona,04021,5,0
2020-03-12,Jefferson,Arkansas,05069,1,0
2020-03-12,Pulaski,Arkansas,05119,5,0
2020-03-12,Alameda,California,06001,29,0
2020-03-12,Contra Costa,California,06013,9,0
2020-03-12,Fresno,California,06019,1,0
2020-03-12,Humboldt,California,06023,1,0
2020-03-12,Los Angeles,California,06037,32,1
2020-03-12,Madera,California,06039,1,0
2020-03-12,Marin,California,06041,4,0
2020-03-12,Napa,California,06055,1,0
2020-03-12,Orange,California,06059,6,0
2020-03-12,Placer,California,06061,7,1
2020-03-12,Riverside,California,06065,6,0
2020-03-12,Sacramento,California,06067,16,1
2020-03-12,San Diego,California,06073,5,0
2020-03-12,San Francisco,California,06075,21,0
2020-03-12,San Joaquin,California,06077,3,0
2020-03-12,San Mateo,California,06081,20,0
2020-03-12,Santa Clara,California,06085,66,1
2020-03-12,Santa Cruz,California,06087,2,0
2020-03-12,Shasta,California,06089,1,0
2020-03-12,Solano,California,06095,12,0
2020-03-12,Sonoma,California,06097,3,0
2020-03-12,Stanislaus,California,06099,2,0
2020-03-12,Tulare,California,06107,1,0
2020-03-12,Ventura,California,06111,2,0
2020-03-12,Yolo,California,06113,1,0
2020-03-12,Adams,Colorado,08001,2,0
2020-03-12,Arapahoe,Colorado,08005,3,0
2020-03-12,Denver,Colorado,08031,9,0
2020-03-12,Douglas,Colorado,08035,3,0
2020-03-12,Eagle,Colorado,08037,11,0
2020-03-12,El Paso,Colorado,08041,1,1
2020-03-12,Gunnison,Colorado,08051,4,0
2020-03-12,Jefferson,Colorado,08059,5,0
2020-03-12,Larimer,Colorado,08069,1,0
2020-03-12,Pitkin,Colorado,08097,10,0
2020-03-12,Fairfield,Connecticut,09001,5,0
2020-03-12,Litchfield,Connecticut,09005,1,0
2020-03-12,New Castle,Delaware,10003,4,0
2020-03-12,District of Columbia,District of Columbia,11001,10,0
2020-03-12,Alachua,Florida,12001,2,0
2020-03-12,Broward,Florida,12011,12,0
2020-03-12,Charlotte,Florida,12015,1,0
2020-03-12,Clay,Florida,12019,1,0
2020-03-12,Collier,Florida,12021,3,0
2020-03-12,Duval,Florida,12031,1,0
2020-03-12,Hillsborough,Florida,12057,3,0
2020-03-12,Lee,Florida,12071,4,1
2020-03-12,Manatee,Florida,12081,2,0
2020-03-12,Miami-Dade,Florida,12086,2,0
2020-03-12,Nassau,Florida,12089,1,0
2020-03-12,Okaloosa,Florida,12091,1,0
2020-03-12,Palm Beach,Florida,12099,2,0
2020-03-12,Pasco,Florida,12101,1,0
2020-03-12,Pinellas,Florida,12103,2,0
2020-03-12,Santa Rosa,Florida,12113,1,1
2020-03-12,Sarasota,Florida,12115,2,0
2020-03-12,Seminole,Florida,12117,1,0
2020-03-12,St. Johns,Florida,12109,1,0
2020-03-12,Volusia,Florida,12127,3,0
2020-03-12,Bartow,Georgia,13015,3,0
2020-03-12,Charlton,Georgia,13049,1,0
2020-03-12,Cherokee,Georgia,13057,1,0
2020-03-12,Cobb,Georgia,13067,8,1
2020-03-12,DeKalb,Georgia,13089,4,0
2020-03-12,Fayette,Georgia,13113,1,0
2020-03-12,Floyd,Georgia,13115,2,0
2020-03-12,Fulton,Georgia,13121,6,0
2020-03-12,Gwinnett,Georgia,13135,2,0
2020-03-12,Lee,Georgia,13177,1,0
2020-03-12,Lowndes,Georgia,13185,1,0
2020-03-12,Polk,Georgia,13233,1,0
2020-03-12,Honolulu,Hawaii,15003,2,0
2020-03-12,Cook,Illinois,17031,27,0
2020-03-12,Kane,Illinois,17089,2,0
2020-03-12,Lake,Illinois,17097,1,0
2020-03-12,McHenry,Illinois,17111,2,0
2020-03-12,Adams,Indiana,18001,1,0
2020-03-12,Boone,Indiana,18011,1,0
2020-03-12,Hendricks,Indiana,18063,2,0
2020-03-12,Howard,Indiana,18067,1,0
2020-03-12,Johnson,Indiana,18081,3,0
2020-03-12,Marion,Indiana,18097,2,0
2020-03-12,Noble,Indiana,18113,1,0
2020-03-12,St. Joseph,Indiana,18141,1,0
2020-03-12,Carroll,Iowa,19027,1,0
2020-03-12,Johnson,Iowa,19103,14,0
2020-03-12,Pottawattamie,Iowa,19155,1,0
2020-03-12,Johnson,Kansas,20091,4,0
2020-03-12,Wyandotte,Kansas,20209,1,1
2020-03-12,Fayette,Kentucky,21067,4,0
2020-03-12,Harrison,Kentucky,21097,4,0
2020-03-12,Jefferson,Kentucky,21111,2,0
2020-03-12,Montgomery,Kentucky,21173,1,0
2020-03-12,Caddo,Louisiana,22017,1,0
2020-03-12,Jefferson,Louisiana,22051,1,0
2020-03-12,Orleans,Louisiana,22071,12,0
2020-03-12,Androscoggin,Maine,23001,1,0
2020-03-12,Baltimore,Maryland,24005,1,0
2020-03-12,Harford,Maryland,24025,1,0
2020-03-12,Montgomery,Maryland,24031,6,0
2020-03-12,Prince George's,Maryland,24033,5,0
2020-03-12,Berkshire,Massachusetts,25003,9,0
2020-03-12,Essex,Massachusetts,25009,2,0
2020-03-12,Middlesex,Massachusetts,25017,49,0
2020-03-12,Norfolk,Massachusetts,25021,24,0
2020-03-12,Suffolk,Massachusetts,25025,22,0
2020-03-12,Worcester,Massachusetts,25027,2,0
2020-03-12,Ingham,Michigan,26065,1,0
2020-03-12,Kent,Michigan,26081,3,0
2020-03-12,Montcalm,Michigan,26117,1,0
2020-03-12,Oakland,Michigan,26125,3,0
2020-03-12,St. Clair,Michigan,26147,1,0
2020-03-12,Washtenaw,Michigan,26161,2,0
2020-03-12,Wayne,Michigan,26163,1,0
2020-03-12,Anoka,Minnesota,27003,1,0
2020-03-12,Carver,Minnesota,27019,1,0
2020-03-12,Dakota,Minnesota,27037,1,0
2020-03-12,Hennepin,Minnesota,27053,1,0
2020-03-12,Olmsted,Minnesota,27109,1,0
2020-03-12,Ramsey,Minnesota,27123,2,0
2020-03-12,Stearns,Minnesota,27145,2,0
2020-03-12,Forrest,Mississippi,28035,1,0
2020-03-12,Greene,Missouri,29077,1,0
2020-03-12,St. Louis,Missouri,29189,1,0
2020-03-12,Cass,Nebraska,31025,1,0
2020-03-12,Douglas,Nebraska,31055,23,0
2020-03-12,Carson City,Nevada,32510,1,0
2020-03-12,Clark,Nevada,32003,8,0
2020-03-12,Washoe,Nevada,32031,2,0
2020-03-12,Grafton,New Hampshire,33009,3,0
2020-03-12,Rockingham,New Hampshire,33015,3,0
2020-03-12,Bergen,New Jersey,34003,13,1
2020-03-12,Burlington,New Jersey,34005,2,0
2020-03-12,Camden,New Jersey,34007,1,0
2020-03-12,Essex,New Jersey,34013,1,0
2020-03-12,Hudson,New Jersey,34017,1,0
2020-03-12,Middlesex,New Jersey,34023,2,0
2020-03-12,Monmouth,New Jersey,34025,5,0
2020-03-12,Morris,New Jersey,34027,1,0
2020-03-12,Passaic,New Jersey,34031,1,0
2020-03-12,Union,New Jersey,34039,1,0
2020-03-12,Unknown,New Jersey,,1,0
2020-03-12,Bernalillo,New Mexico,35001,2,0
2020-03-12,Santa Fe,New Mexico,35049,2,0
2020-03-12,Socorro,New Mexico,35053,2,0
2020-03-12,Albany,New York,36001,2,0
2020-03-12,Delaware,New York,36025,1,0
2020-03-12,Dutchess,New York,36027,1,0
2020-03-12,Herkimer,New York,36043,1,0
2020-03-12,Monroe,New York,36055,1,0
2020-03-12,Nassau,New York,36059,41,0
2020-03-12,New York City,New York,,96,0
2020-03-12,Orange,New York,36071,1,0
2020-03-12,Rockland,New York,36087,7,0
2020-03-12,Saratoga,New York,36091,3,0
2020-03-12,Suffolk,New York,36103,21,0
2020-03-12,Ulster,New York,36111,4,0
2020-03-12,Westchester,New York,36119,147,0
2020-03-12,Cabarrus,North Carolina,37025,1,0
2020-03-12,Chatham,North Carolina,37037,1,0
2020-03-12,Forsyth,North Carolina,37067,2,0
2020-03-12,Johnston,North Carolina,37101,1,0
2020-03-12,Mecklenburg,North Carolina,37119,2,0
2020-03-12,Onslow,North Carolina,37133,1,0
2020-03-12,Wake,North Carolina,37183,8,0
2020-03-12,Ward,North Dakota,38101,1,0
2020-03-12,Cuyahoga,Ohio,39035,3,0
2020-03-12,Stark,Ohio,39151,1,0
2020-03-12,Trumbull,Ohio,39155,1,0
2020-03-12,Tulsa,Oklahoma,40143,2,0
2020-03-12,Clackamas,Oregon,41005,1,0
2020-03-12,Deschutes,Oregon,41017,1,0
2020-03-12,Douglas,Oregon,41019,1,0
2020-03-12,Jackson,Oregon,41029,2,0
2020-03-12,Klamath,Oregon,41035,1,0
2020-03-12,Linn,Oregon,41043,8,0
2020-03-12,Marion,Oregon,41047,2,0
2020-03-12,Multnomah,Oregon,41051,1,0
2020-03-12,Polk,Oregon,41053,1,0
2020-03-12,Umatilla,Oregon,41059,2,0
2020-03-12,Washington,Oregon,41067,10,0
2020-03-12,Bucks,Pennsylvania,42017,2,0
2020-03-12,Delaware,Pennsylvania,42045,1,0
2020-03-12,Monroe,Pennsylvania,42089,2,0
2020-03-12,Montgomery,Pennsylvania,42091,13,0
2020-03-12,Northampton,Pennsylvania,42095,1,0
2020-03-12,Philadelphia,Pennsylvania,42101,1,0
2020-03-12,Pike,Pennsylvania,42103,1,0
2020-03-12,Wayne,Pennsylvania,42127,1,0
2020-03-12,Unknown,Rhode Island,,5,0
2020-03-12,Charleston,South Carolina,45019,1,0
2020-03-12,Kershaw,South Carolina,45055,8,0
2020-03-12,Lancaster,South Carolina,45057,2,0
2020-03-12,Spartanburg,South Carolina,45083,1,0
2020-03-12,Beadle,South Dakota,46005,1,0
2020-03-12,Bon Homme,South Dakota,46009,1,0
2020-03-12,Charles Mix,South Dakota,46023,1,0
2020-03-12,Davison,South Dakota,46035,2,1
2020-03-12,Minnehaha,South Dakota,46099,3,0
2020-03-12,Davidson,Tennessee,47037,6,0
2020-03-12,Knox,Tennessee,47093,1,0
2020-03-12,Shelby,Tennessee,47157,2,0
2020-03-12,Sullivan,Tennessee,47163,1,0
2020-03-12,Williamson,Tennessee,47187,8,0
2020-03-12,Bexar,Texas,48029,11,0
2020-03-12,Collin,Texas,48085,4,0
2020-03-12,Dallas,Texas,48113,8,0
2020-03-12,Fort Bend,Texas,48157,6,0
2020-03-12,Gregg,Texas,48183,1,0
2020-03-12,Harris,Texas,48201,9,0
2020-03-12,Montgomery,Texas,48339,1,0
2020-03-12,Tarrant,Texas,48439,1,0
2020-03-12,Davis,Utah,49011,1,0
2020-03-12,Salt Lake,Utah,49035,4,0
2020-03-12,Washington,Utah,49053,1,0
2020-03-12,Weber,Utah,49057,1,0
2020-03-12,Bennington,Vermont,50003,1,0
2020-03-12,Chittenden,Vermont,50007,1,0
2020-03-12,Alexandria city,Virginia,51510,1,0
2020-03-12,Arlington,Virginia,51013,2,0
2020-03-12,Fairfax,Virginia,51059,4,0
2020-03-12,Hanover,Virginia,51085,1,0
2020-03-12,James City,Virginia,51095,3,0
2020-03-12,Loudoun,Virginia,51107,2,0
2020-03-12,Prince Edward,Virginia,51147,1,0
2020-03-12,Prince William,Virginia,51153,1,0
2020-03-12,Virginia Beach city,Virginia,51810,2,0
2020-03-12,Chelan,Washington,53007,1,1
2020-03-12,Clark,Washington,53011,1,0
2020-03-12,Columbia,Washington,53013,1,0
2020-03-12,Grays Harbor,Washington,53027,1,0
2020-03-12,Island,Washington,53029,3,0
2020-03-12,Jefferson,Washington,53031,1,0
2020-03-12,King,Washington,53033,271,28
2020-03-12,Kitsap,Washington,53035,2,0
2020-03-12,Kittitas,Washington,53037,3,0
2020-03-12,Pierce,Washington,53053,17,0
2020-03-12,Skagit,Washington,53057,2,0
2020-03-12,Snohomish,Washington,53061,107,3
2020-03-12,Spokane,Washington,53063,4,0
2020-03-12,Thurston,Washington,53067,1,0
2020-03-12,Walla Walla,Washington,53071,1,0
2020-03-12,Whatcom,Washington,53073,1,0
2020-03-12,Yakima,Washington,53077,2,0
2020-03-12,Dane,Wisconsin,55025,4,0
2020-03-12,Fond du Lac,Wisconsin,55039,2,0
2020-03-12,Pierce,Wisconsin,55093,1,0
2020-03-12,Waukesha,Wisconsin,55133,1,0
2020-03-12,Sheridan,Wyoming,56033,1,0
2020-03-13,Elmore,Alabama,01051,1,0
2020-03-13,Jefferson,Alabama,01073,2,0
2020-03-13,Limestone,Alabama,01083,1,0
2020-03-13,Montgomery,Alabama,01101,1,0
2020-03-13,Tuscaloosa,Alabama,01125,1,0
2020-03-13,Anchorage,Alaska,02020,1,0
2020-03-13,Maricopa,Arizona,04013,3,0
2020-03-13,Pima,Arizona,04019,1,0
2020-03-13,Pinal,Arizona,04021,5,0
2020-03-13,Jefferson,Arkansas,05069,1,0
2020-03-13,Pulaski,Arkansas,05119,6,0
2020-03-13,Alameda,California,06001,29,0
2020-03-13,Contra Costa,California,06013,25,0
2020-03-13,Fresno,California,06019,1,0
2020-03-13,Humboldt,California,06023,1,0
2020-03-13,Los Angeles,California,06037,40,1
2020-03-13,Madera,California,06039,1,0
2020-03-13,Marin,California,06041,4,0
2020-03-13,Napa,California,06055,1,0
2020-03-13,Orange,California,06059,13,0
2020-03-13,Placer,California,06061,7,1
2020-03-13,Riverside,California,06065,10,0
2020-03-13,Sacramento,California,06067,16,1
2020-03-13,San Benito,California,06069,1,0
2020-03-13,San Diego,California,06073,9,0
2020-03-13,San Francisco,California,06075,26,0
2020-03-13,San Joaquin,California,06077,8,0
2020-03-13,San Mateo,California,06081,20,0
2020-03-13,Santa Clara,California,06085,79,2
2020-03-13,Santa Cruz,California,06087,2,0
2020-03-13,Shasta,California,06089,1,0
2020-03-13,Solano,California,06095,12,0
2020-03-13,Sonoma,California,06097,3,0
2020-03-13,Stanislaus,California,06099,2,0
2020-03-13,Tulare,California,06107,2,0
2020-03-13,Ventura,California,06111,5,0
2020-03-13,Yolo,California,06113,2,0
2020-03-13,Adams,Colorado,08001,3,0
2020-03-13,Arapahoe,Colorado,08005,7,0
2020-03-13,Clear Creek,Colorado,08019,1,0
2020-03-13,Denver,Colorado,08031,17,0
2020-03-13,Douglas,Colorado,08035,4,0
2020-03-13,Eagle,Colorado,08037,16,0
2020-03-13,El Paso,Colorado,08041,2,2
2020-03-13,Gunnison,Colorado,08051,5,0
2020-03-13,Jefferson,Colorado,08059,7,0
2020-03-13,Larimer,Colorado,08069,1,0
2020-03-13,Pitkin,Colorado,08097,10,0
2020-03-13,Pueblo,Colorado,08101,1,0
2020-03-13,Routt,Colorado,08107,1,0
2020-03-13,Summit,Colorado,08117,2,0
2020-03-13,Weld,Colorado,08123,1,0
2020-03-13,Fairfield,Connecticut,09001,8,0
2020-03-13,Litchfield,Connecticut,09005,3,0
2020-03-13,New Castle,Delaware,10003,4,0
2020-03-13,District of Columbia,District of Columbia,11001,10,0
2020-03-13,Alachua,Florida,12001,3,0
2020-03-13,Broward,Florida,12011,21,0
2020-03-13,Charlotte,Florida,12015,1,0
2020-03-13,Clay,Florida,12019,1,0
2020-03-13,Collier,Florida,12021,3,0
2020-03-13,Duval,Florida,12031,1,0
2020-03-13,Hillsborough,Florida,12057,3,0
2020-03-13,Lee,Florida,12071,4,1
2020-03-13,Manatee,Florida,12081,4,0
2020-03-13,Miami-Dade,Florida,12086,8,0
2020-03-13,Nassau,Florida,12089,1,0
2020-03-13,Okaloosa,Florida,12091,1,0
2020-03-13,Orange,Florida,12095,1,0
2020-03-13,Osceola,Florida,12097,1,0
2020-03-13,Palm Beach,Florida,12099,5,0
2020-03-13,Pasco,Florida,12101,1,0
2020-03-13,Pinellas,Florida,12103,2,0
2020-03-13,Santa Rosa,Florida,12113,1,1
2020-03-13,Sarasota,Florida,12115,2,0
2020-03-13,Seminole,Florida,12117,1,0
2020-03-13,St. Johns,Florida,12109,1,0
2020-03-13,Volusia,Florida,12127,4,0
2020-03-13,Bartow,Georgia,13015,7,0
2020-03-13,Charlton,Georgia,13049,1,0
2020-03-13,Cherokee,Georgia,13057,4,0
2020-03-13,Cobb,Georgia,13067,8,1
2020-03-13,DeKalb,Georgia,13089,4,0
2020-03-13,Fayette,Georgia,13113,1,0
2020-03-13,Floyd,Georgia,13115,2,0
2020-03-13,Fulton,Georgia,13121,6,0
2020-03-13,Gordon,Georgia,13129,2,0
2020-03-13,Gwinnett,Georgia,13135,2,0
2020-03-13,Henry,Georgia,13151,1,0
2020-03-13,Lee,Georgia,13177,1,0
2020-03-13,Lowndes,Georgia,13185,1,0
2020-03-13,Polk,Georgia,13233,1,0
2020-03-13,Honolulu,Hawaii,15003,2,0
2020-03-13,Ada,Idaho,16001,1,0
2020-03-13,Cook,Illinois,17031,40,0
2020-03-13,Kane,Illinois,17089,2,0
2020-03-13,Lake,Illinois,17097,2,0
2020-03-13,McHenry,Illinois,17111,2,0
2020-03-13,Adams,Indiana,18001,1,0
2020-03-13,Boone,Indiana,18011,1,0
2020-03-13,Hendricks,Indiana,18063,2,0
2020-03-13,Howard,Indiana,18067,1,0
2020-03-13,Johnson,Indiana,18081,3,0
2020-03-13,Marion,Indiana,18097,2,0
2020-03-13,Noble,Indiana,18113,1,0
2020-03-13,St. Joseph,Indiana,18141,1,0
2020-03-13,Carroll,Iowa,19027,1,0
2020-03-13,Harrison,Iowa,19085,1,0
2020-03-13,Johnson,Iowa,19103,14,0
2020-03-13,Pottawattamie,Iowa,19155,1,0
2020-03-13,Butler,Kansas,20015,1,0
2020-03-13,Johnson,Kansas,20091,4,0
2020-03-13,Wyandotte,Kansas,20209,1,1
2020-03-13,Fayette,Kentucky,21067,4,0
2020-03-13,Harrison,Kentucky,21097,4,0
2020-03-13,Jefferson,Kentucky,21111,2,0
2020-03-13,Montgomery,Kentucky,21173,1,0
2020-03-13,Caddo,Louisiana,22017,1,0
2020-03-13,Jefferson,Louisiana,22051,3,0
2020-03-13,Orleans,Louisiana,22071,28,0
2020-03-13,St. Charles,Louisiana,22089,1,0
2020-03-13,St. Tammany,Louisiana,22103,2,0
2020-03-13,Terrebonne,Louisiana,22109,1,0
2020-03-13,Androscoggin,Maine,23001,1,0
2020-03-13,Cumberland,Maine,23005,1,0
2020-03-13,Anne Arundel,Maryland,24003,1,0
2020-03-13,Baltimore,Maryland,24005,2,0
2020-03-13,Charles,Maryland,24017,1,0
2020-03-13,Harford,Maryland,24025,1,0
2020-03-13,Montgomery,Maryland,24031,6,0
2020-03-13,Prince George's,Maryland,24033,7,0
2020-03-13,Berkshire,Massachusetts,25003,9,0
2020-03-13,Essex,Massachusetts,25009,2,0
2020-03-13,Middlesex,Massachusetts,25017,60,0
2020-03-13,Norfolk,Massachusetts,25021,24,0
2020-03-13,Suffolk,Massachusetts,25025,26,0
2020-03-13,Worcester,Massachusetts,25027,2,0
2020-03-13,Bay,Michigan,26017,1,0
2020-03-13,Charlevoix,Michigan,26029,1,0
2020-03-13,Ingham,Michigan,26065,1,0
2020-03-13,Kent,Michigan,26081,3,0
2020-03-13,Leelanau,Michigan,26089,1,0
2020-03-13,Macomb,Michigan,26099,1,0
2020-03-13,Montcalm,Michigan,26117,1,0
2020-03-13,Oakland,Michigan,26125,6,0
2020-03-13,St. Clair,Michigan,26147,1,0
2020-03-13,Washtenaw,Michigan,26161,3,0
2020-03-13,Wayne,Michigan,26163,6,0
2020-03-13,Anoka,Minnesota,27003,1,0
2020-03-13,Carver,Minnesota,27019,1,0
